name,category,lat,lon,address,city,phone,website,source,opportunity_score
Nana's Diner,restaurant,42.241918,-83.2299388,9205 Pelham Road,Allen Park,+1-313-346-5633,,OSM,30
Bubi's Awesome Eats,restaurant,42.315946,-83.0464248,620 University Avenue West,Windsor,+1-519-252-2001,,OSM,30
Sultani Grill & Shawarma,restaurant,42.2886543,-83.0245406,2405 Dougall Avenue,Windsor,+1-519-258-6374,,OSM,30
Mr. Fish & Chicken,restaurant,42.2697237,-83.1356536,10844 West Jefferson Avenue,River Rouge,+1-313-551-3511,,OSM,30
Quick Sushi Izakaya,restaurant,42.258315,-82.9964158,425 Cabana Road,Windsor,+15199720808,,OSM,30
Haney's Family Restaurant and Catering,restaurant,42.4730551,-83.0274242,24447 Van Dyke Avenue,Center Line,+1-586-757-5080,,OSM,30
Taylor Kabob,restaurant,42.2565161,-83.2376719,20524 Ecorse Road,Taylor,+1-313-722-4499,,OSM,30
Lum's Chop Suey,restaurant,42.2695093,-83.2661657,23634 Van Born Road,Windsor,+1-313-292-2454,,OSM,30
Manuel's Taco Hut,restaurant,42.2570106,-83.2195325,Ecorse Road,Windsor,+1 313-383-3030,,OSM,30
Cafe 1923,cafe,42.3918663,-83.0600496,2287 Holbrook Street,Hamtramck,,http://www.cafe1923.com/,OSM,10
Craig's Coffee,cafe,42.3443597,-83.0604367,412 Peterboro Street,Detroit,,https://www.craigs.coffee/,OSM,10
Starbucks,cafe,42.3207364,-83.0329446,377 Riverside Drive East,Windsor,,https://www.starbucks.com/store/860/ca/sodexo-caesars-windsor/377-riverside-drive-east-windsor-on-n9a-7h7,OSM,10
Germack,cafe,42.3461685,-83.0405233,2509 Russell Street,Detroit,,https://www.germack.com/,OSM,10
Shatila Bakery,cafe,42.3440997,-83.1831974,14300 West Warren Avenue,Dearborn,,https://shatila.com/,OSM,10
Catfe Lounge,cafe,42.453211,-83.1430149,821 Livernois Street,Ferndale,,https://ferndalecatshelter.org/catfe-lounge/,OSM,10
Tall Trees Cafe,cafe,42.4531418,-83.1429934,817 Livernois Street,Ferndale,,https://www.talltreesferndale.com/,OSM,10
Avalon Bakery,cafe,42.3327374,-83.0479722,1075 Woodward Avenue,Detroit,,https://avalonbreads.net/pages/avalon-woodward,OSM,10
La Pecora Nera,cafe,42.3348343,-83.0505896,1514 Washington Boulevard,Detroit,,https://www.lapecoraneradetroit.com/,OSM,10
Atomic Coffee,cafe,42.487154,-83.1439702,401 South Main Street,Royal Oak,,https://www.atomiccoffee.net/,OSM,10
The Office Coffee Shop,cafe,42.4870276,-83.1480472,402 South Lafayette Avenue,Royal Oak,,https://www.theofficecoffeeshop.com/,OSM,10
Lucky Detroit,cafe,42.33166,-83.0736829,2000 Michigan Avenue,Detroit,,https://www.luckydetroit.com/,OSM,10
The Gathering Coffee Co.,cafe,42.3734266,-83.0640231,2831 East Grand Boulevard,Detroit,,https://www.gatheringcoffee.com/,OSM,10
Biggby Coffee,cafe,42.2772669,-83.2140559,23190 West Outer Drive,Allen Park,,https://www.facebook.com/biggbystore630/,OSM,10
Taloola Cafe,cafe,42.3247047,-83.0128657,,Windsor,,https://taloolacafe.com/,OSM,10
Starbucks,cafe,42.4460627,-83.1207135,1327 8 Mile Road West,Detroit,,https://www.starbucks.com/store-locator/store/1006701/woodward-and-8-mile-1327-w-8-mile-rd-detroit-mi-482031021-us,OSM,10
Snack Camp,cafe,42.355874,-82.9978855,1464 Van Dyke,Windsor,,https://www.facebook.com/snackcampdetroit/,OSM,10
Salute Cafe + Bar,cafe,42.2467717,-83.0628887,,Windsor,,https://salutelasalle.com/,OSM,10
Ananas Cafe - Dearborn,cafe,42.3409008,-83.177138,6831 Schaefer Road,Dearborn,,https://ananascafedearborn.com/41780,OSM,10
Bea’s Detroit -Cafe,cafe,42.3469139,-83.0380309,1533 Winder Street,Detroit,,https://www.beasdetroit.com/,OSM,10
Madcap,cafe,42.3347446,-83.048208,1413,Windsor,,https://www.madcap.com,OSM,10
Chance Coffee,cafe,42.3215842,-82.9999885,1012 Drouillard Road,Windsor,,https://chancecoffee.ca/,OSM,10
Azal Cofee,cafe,42.3439798,-83.1911578,15010 West Warren Avenue,Windsor,,https://azalcoffeeusa.com/,OSM,10
Brush Park Bodega,cafe,42.3444054,-83.0505592,2671 Brush Street,Detroit,,https://www.instagram.com/bodega_mkt,OSM,10
Saturn Coffee,cafe,42.3733763,-83.081677,700 Seward Street,Detroit,,https://saturn-coffee.com/,OSM,10
AM Buzz Detroit,cafe,42.3289332,-83.0546262,600 West Lafayette Boulevard,Windsor,,https://ambuzzdetroit.com/,OSM,10
Spkr Box,cafe,42.3338361,-83.0498748,200 Grand River Avenue,Detroit,,https://spkrbox.bar/,OSM,10
The Grand Porter,cafe,42.3198295,-83.0859955,3620 Porter Street,Detroit,,https://www.thegrandporter.com/,OSM,10
Qamaria Yemeni Coffee Co.,cafe,42.2526714,-83.2165945,7706 Allen Road,Allen Park,,https://www.qamariacoffee.com/,OSM,10
Turbo Espresso Bar,cafe,42.3176418,-83.0394678,,Windsor,,https://idrinkturbo.com/,OSM,10
Bakri Coffee,cafe,42.2975294,-83.2823241,25093 Michigan Avenue,Dearborn,,https://bakricoffee.com/,OSM,10
Noodles & Company,restaurant,42.4866001,-83.1443782,410 South Main Street,Royal Oak,,https://locations.noodles.com/mi/royal-oak/420-s--main-street.html,OSM,10
American Coney Island,restaurant,42.3314383,-83.0487429,114 Lafayette Boulevard West,Detroit,,http://americanconeyisland.com,OSM,10
Nikki's Pizzeria,restaurant,42.333652,-83.0419421,735 Beaubien Street,Detroit,,http://nikisdetroit.com/,OSM,10
Locos,restaurant,42.3338552,-83.0421003,454 East Lafayette Street,Detroit,,http://locosdetroit.com,OSM,10
grille39,restaurant,42.3312255,-83.2180563,5801 Southfield Expressway,Windsor,,https://doubletree3.hilton.com/en/hotels/michigan/doubletree-by-hilton-hotel-detroit-dearborn-DTTDBDT/dining/index.html,OSM,10
Slows Bar-B-Q,restaurant,42.3315477,-83.0759272,,Windsor,,https://slowsbarbq.com/locations/corktown/,OSM,10
The Hudson Cafe,restaurant,42.3334042,-83.048487,1241 Woodward Avenue,Detroit,,https://www.hudson-cafe.com/,OSM,10
Kerby's Koney Island,restaurant,42.327758,-83.203357,16351 Ford Road,Dearborn,,https://www.kerbyskoneyisland.com/,OSM,10
(revolver),restaurant,42.3968601,-83.0580539,9737 Joseph Campau Street,Hamtramck,,https://www.revolverhamtramck.com/,OSM,10
Jet's Pizza,restaurant,42.3982264,-83.0589158,10035 Joseph Campau Street,Hamtramck,,https://jetspizza.com/,OSM,10
La Feria,restaurant,42.3501143,-83.0630264,4130 Cass Avenue,Windsor,,https://laferiadetroit.com/,OSM,10
Tocororo,restaurant,42.3448107,-83.0390077,1416 East Fisher Freeway,Detroit,,https://tocororodetroit.com/,OSM,10
Texas De Brazil,restaurant,42.3324368,-83.0471077,1000 Woodward Avenue,Detroit,,https://texasdebrazil.com/,OSM,10
Kuzzo's Chicken & Waffles Southern Cafe,restaurant,42.4341419,-83.1419467,19345 Livernois Avenue,Detroit,,http://www.kuzzoschickenandwaffles.com,OSM,10
Om Cafe,restaurant,42.4639046,-83.1363748,23136 Woodward Avenue,Ferndale,,https://www.omcafeferndale.com/,OSM,10
Pink Flamingo,restaurant,42.3355712,-83.0754906,2746 Vermont Street,Detroit,,http://www.guerrillafooddetroit.com/pink-flamingo,OSM,10
Rock City Eatery,restaurant,42.3521406,-83.0607738,4216 Woodward Avenue,Detroit,,http://www.rockcityeatery.com/,OSM,10
Lumen Detroit,restaurant,42.3344961,-83.0548672,1903 Grand River Avenue,Detroit,,https://www.lumendetroit.com/,OSM,10
Coriander Kitchen and Farm,restaurant,42.3595846,-82.9323145,14601 Riverside Boulevard,Windsor,,https://www.corianderkitchenandfarm.com/,OSM,10
Red Ruby,restaurant,42.3551756,-83.2760142,8625 Telegraph Road,Dearborn Heights,,http://redrubychinese.weebly.com/,OSM,10
Walker Grill,restaurant,42.3147366,-83.0026465,1275 Walker Rd,Windsor,,https://walkergrill.ca/,OSM,10
Yum Village,restaurant,42.3693447,-83.072362,6500 Woodward Avenue,Detroit,,https://www.yumvillage.com/,OSM,10
Shawarma Queen,restaurant,42.317319,-83.0395729,,Windsor,,https://www.facebook.com/shawarmaqueenwindsor/,OSM,10
Sawyer's Craft Barbeque,restaurant,42.3217485,-83.0001176,1000 Drouillard Road,Windsor,,https://sawyerscraftbbq.square.site/,OSM,10
The District Market Detroit,restaurant,42.3417471,-83.05454,2645 Woodward Avenue,Detroit,,https://districtmarketdetroit.com/,OSM,10
Nemo's Bar & Grill,restaurant,42.3316021,-83.065405,1384 Michigan Avenue,Detroit,,https://nemosdetroit.com/,OSM,10
The Morrie - Royal Oak,restaurant,42.4861315,-83.1439006,511 South Main Street,Royal Oak,,https://themorrie.com/,OSM,10
Marrow,restaurant,42.3585978,-82.9989704,8044 Kercheval Street,Windsor,,https://www.marrowdetroit.com/,OSM,10
Mumma Maria’s House,restaurant,42.3589642,-82.9979806,8122 Kercheval Street,Windsor,,https://www.mummamariashouse.net/,OSM,10
Slyde,restaurant,42.3581686,-82.9999509,7960 Kercheval Street,Windsor,,https://slydedetroit.com/,OSM,10
Metropolitan Kitchen,restaurant,42.3554061,-82.9965817,8047 Agnes Street,Windsor,,https://metropolitanvariety.com/,OSM,10
Mercury Burger & Bar,restaurant,42.3311702,-83.0761839,2163 Michigan Avenue,Detroit,,https://mercuryburgerbar.com/,OSM,10
Cork & Gable,restaurant,42.3311514,-83.0790756,2415 Michigan Avenue,Detroit,,https://www.corkandgabel.com/,OSM,10
Amore da Roma,restaurant,42.3509485,-83.041824,3401 Riopelle Street,Detroit,,https://amoredaroma.com/,OSM,10
Van Born Tavern,restaurant,42.2691417,-83.2842482,22426 Van Born Road,Dearborn Heights,,https://www.vanborntavern.com/,OSM,10
Mama Mias,restaurant,42.4316538,-83.2974338,19385 Beech Daly Road,Redford Township,,https://mamamiasredford.com/,OSM,10
Tou & Mai,restaurant,42.3516244,-83.0637093,4240 Cass Avenue,Detroit,,https://www.touandmai.com/,OSM,10
Diva's Delite Caribbean and Canadian Cuisine,restaurant,42.3181874,-83.0406364,,Windsor,,https://divasdelite.business.site/,OSM,10
Butter Chicken Roti,restaurant,42.3182168,-83.0405663,,Windsor,,https://www.butterchickenroti.com/,OSM,10
Malek al-Kabob,restaurant,42.3057495,-83.24527,22065 Michigan Avenue,Dearborn,,https://www.malekalkabob.com/,OSM,10
Paradise Biryani Pone,restaurant,42.3058591,-83.2447749,22001 Michigan Avenue,Dearborn,,https://www.paradisebiryanidearborn.com/,OSM,10
nooch.,restaurant,42.3136114,-83.0210879,,Windsor,,https://www.noochwindsor.ca/,OSM,10
The Butcher’s Grille,restaurant,42.3033476,-83.2557353,22713 Michigan Avenue,Dearborn,,https://thebutchersgrille.com/,OSM,10
Brome Modern Eatery,restaurant,42.3062098,-83.2454005,22062 Michigan Avenue,Dearborn,,https://bromemoderneatery.com/,OSM,10
Gingerberry,restaurant,42.3698614,-82.9571048,12626 East Jefferson Avenue,Detroit,,https://order.online/store/gingerberry-carryout--restaurant-detroit-794377,OSM,10
Mi Lindo San Blas,restaurant,42.3149953,-83.1100059,1807 Livernois Avenue,Detroit,,http://www.milindosanblas.com/,OSM,10
Charminar Biriyani House,restaurant,42.3559664,-83.0661067,111 West Warren Avenue,Detroit,,https://charminarmi.com/detroit-home/,OSM,10
Detroit Pizza Bar,restaurant,42.4172931,-83.144537,7316 West McNichols Road,Windsor,,https://www.pizzabardetroit.com/,OSM,10
Sierra Station,restaurant,42.3874921,-82.9450625,15110 Mack Avenue,Detroit,,http://sierrastationgp.com,OSM,10
The Ham Palace,restaurant,42.4177632,-83.0548107,4700 East Davison Street,Detroit,,https://cityofdetroit.github.io/restaurant-inspections/establishment/1345,OSM,10
Tiger Thai,restaurant,42.4978151,-83.1673482,28259 South Woodward Avenue,Berkley,,https://tigerthaiberkley.com/,OSM,10
Hiroki-san,restaurant,42.333329,-83.0514007,1265 Washington Boulevard,Detroit,,https://hirokisandetroit.com/,OSM,10
Presley's,restaurant,42.3357242,-83.0503154,1 Park Avenue,Detroit,,https://presleyskitchen.com/,OSM,10
Dirty Shake,restaurant,42.3529861,-83.0671871,,Windsor,,https://dirtyshake.com/,OSM,10
India Paraside,restaurant,42.3103932,-83.0104745,1459 Ottawa Street,Windsor,,https://www.indiaparadise.ca/windsor/,OSM,10
Mister Dips,restaurant,42.3343117,-83.048498,19 East Grand River Avenue,Windsor,,https://www.misterdips.com/location/mister-dips-detroit-mi/,OSM,10
North End Taproom,restaurant,42.4894562,-83.1439043,110 South Main Street,Royal Oak,,https://www.northendtaproom.com/,OSM,10
Mad Nice,restaurant,42.3492296,-83.0650447,4120 2nd Avenue,Detroit,,https://www.madnicedetroit.com,OSM,10
Selden Standard,restaurant,42.3477893,-83.0650107,3921 2nd Avenue,Detroit,,http://seldenstandard.com,OSM,10
Vecino,restaurant,42.3483281,-83.0673427,4100 3rd Street,Detroit,,https://www.vecinodetroit.com/,OSM,10
La Pita,restaurant,42.3025603,-83.2544678,22681 Newman Street,Dearborn,,https://www.lapitadearborn.com/,OSM,10
Pappy's,restaurant,42.3351821,-83.0423099,517 Monroe Street,Detroit,,http://www.pappysdetroit.com/,OSM,10
Vinsetta Garage,restaurant,42.4948935,-83.1645953,27799 Woodward Avenue,Berkley,,https://www.vinsettagarage.com/,OSM,10
Pinky's Rooftop,restaurant,42.4896431,-83.1446802,100 South Main Street,Royal Oak,,https://www.diamondsroyaloak.com,OSM,10
Como's,restaurant,42.4608298,-83.1341123,22812 Woodward Avenue,Ferndale,,https://www.comosrestaurant.com/,OSM,10
Mint 29,restaurant,42.306399,-83.244321,22000 Michigan Ave,Dearborn,,https://www.mint29.com/,OSM,10
IHOP,restaurant,42.3272772,-83.2745829,24140 Ford Road,Dearborn Heights,,https://restaurants.ihop.com/en-us/mi/dearborn-heights/breakfast-24140-ford-rd-3222,OSM,10
Mexican Fiesta Restaurant,restaurant,42.3272349,-83.2751658,24310 Ford Road,Dearborn Heights,,https://www.mexicanfiesta.net/dearborn.html,OSM,10
beppé,restaurant,42.4946899,-83.1447903,703 North Main Street,Royal Oak,,https://www.eatbeppe.com/,OSM,10
Telegraph Grill,restaurant,42.354103,-83.2748423,8445 North Telegraph Road,Dearborn Heights,,https://telegraph-grill.business.site/,OSM,10
Yoshi Hibachi Grille,restaurant,42.2695421,-83.16037,2709 Fort Street South,Detroit,,https://yoshigrille.com/,OSM,10
Fredi The PizzaMan,restaurant,42.2853311,-83.1843719,17900 Allen Road,Melvindale,,https://fredithepizzaman.com,OSM,10
Jade,restaurant,42.3134193,-83.0382352,157 Wyandotte Street East,Windsor,,https://jadechinesecuisine.com/,OSM,10
Anita's Kitchen,restaurant,42.4595757,-83.1344756,22651 Woodward Avenue,Ferndale,,https://anitaskitchen.com/akferndale/,OSM,10
Little Ghost,restaurant,42.4566514,-83.1323999,22305 Woodward Avenue,Windsor,,https://www.eatlittleghost.com/,OSM,10
The Keg,restaurant,42.2710958,-83.0013311,,Windsor,,https://thekeg.com/en/locations/windsor-devonshire,OSM,10
Zukin's Rib Shack,restaurant,42.2674992,-83.1824247,967 Dix Highway,Detroit,,https://zukinsribshack.com/,OSM,10
Vic’s Casual Dining,restaurant,42.2092916,-83.1985868,13499 Dix-Toledo Highway,Southgate,,https://www.vicscasualdining.com/,OSM,10
Eastwood's Grill and Lounge,restaurant,42.3196691,-83.0388315,,Windsor,,https://www.eastwoodsgrilllounge.com/,OSM,10
Oak Park Social,restaurant,42.4883768,-83.194362,14691 West 11 Mile Road,Oak Park,,https://www.oakparksocial.com/,OSM,10
Ferndale Project,restaurant,42.4505757,-83.143007,567 Livernois Street,Windsor,,https://www.ferndaleproject.com,OSM,10
TGI Friday's,restaurant,42.482787,-83.2420546,,Windsor,,https://locations.tgifridays.com/mi/southfield/26299-evergreen-rd.html,OSM,10
Little Lou's Hot Chicken,restaurant,42.4963212,-83.1831726,2626 Coolidge Highway,Berkley,,https://www.littleloushotchicken.com/,OSM,10
Starbucks,cafe,42.4879899,-83.1444354,300 South Main Street,Royal Oak,+1 248-548-4570,https://www.starbucks.com/store-locator/store/18383/royal-oak-s-main-3rd-st-300-s-main-st-royal-oak-mi-480672614-us,OSM,0
Starbucks,cafe,42.3051528,-83.2469201,22155 Michigan Avenue,Dearborn,+1 313-730-9281,https://www.starbucks.com/store-locator/store/15862/dearborn-michigan-ave-howar-22155-michigan-ave-dearborn-mi-481242204-us,OSM,0
Alba,cafe,42.3315564,-83.0757066,2124 Michigan Avenue,Detroit,+1 313-462-4797,https://alba-coffee.com/,OSM,0
Starbucks,cafe,42.3311984,-83.0472108,777 Woodward Avenue,Detroit,+1 313-964-5465,https://www.starbucks.com/store-locator/store/1007537/one-kennedy-square-detroit-777-woodward-ave-ste-140-detroit-mi-48226-us,OSM,0
Starbucks,cafe,42.3584583,-83.0709067,5221 Gullen Mall,Detroit,+1 313-577-4678,https://www.starbucks.com/store-locator/store/1011440/wayne-state-univ-student-cent-5221-gullen-mall-detroit-mi-48202-us,OSM,0
Trinosophes Cafe,cafe,42.3443905,-83.0377864,1464 Gratiot Avenue,Windsor,+1-313-778-9258,https://www.trinosophes.com/,OSM,0
Starbucks,cafe,42.4057894,-82.9161579,18051 Mack Avenue,Detroit,+1 313-573-6060,https://www.starbucks.com/store-locator/store/1019763/mack-radnor-18051-mack-ave-detroit-mi-482241475-us,OSM,0
Hannan Cafe,cafe,42.355682,-83.0631873,4750 Woodward Avenue,Detroit,+1-313-265-3166,https://hannan.org/detroit-cooks-at-hannan-cafe/,OSM,0
Starbucks,cafe,42.3238243,-83.1688722,12921 Michigan Avenue,Dearborn,+1 313-846-8150,https://www.starbucks.com/store-locator/store/8355/michigan-oakman-dearborn-12921-michigan-ave-dearborn-mi-481263551-us,OSM,0
Living Zen Organics,cafe,42.4024849,-83.0600967,3030 Casmere Street,Windsor,+1-734-366-7736,https://www.detroitzencenter.org/living-zen-organics,OSM,0
City Coffeehouse,cafe,42.2579315,-83.2090361,6623 Allen Road,Allen Park,+1-313-908-4027,https://city-coffeehouse.business.site/,OSM,0
Cairo Coffee,cafe,42.3480988,-83.0394974,2712 Riopelle Street,Detroit,+1-313-833-8769,https://cairocoffeeblog.wordpress.com/,OSM,0
Detroit Sip,cafe,42.4173012,-83.1455994,7410 West McNichols Road,Windsor,+1-313-635-5130,https://www.detroitsip.com/,OSM,0
Starbucks,cafe,42.2782993,-83.2155177,23005 Outer Drive,Allen Park,+1 313-278-4249,https://www.starbucks.com/store-locator/store/8484/southfield-outer-dr-allen-p-23005-outer-drive-allen-park-mi-481013149-us,OSM,0
Starbucks,cafe,42.3318519,-83.0505623,1114 Washington Boulevard,Detroit,+1 313-442-1604,https://www.starbucks.com/store-locator/store/1019893/westin-book-cadillac-lobby-1114-washington-blvd-detroit-mi-48226-us,OSM,0
Coffee Down Under,cafe,42.3293019,-83.0482787,607 Shelby Street,Detroit,+1 313-444-6626,https://www.coffeedownunder.com/,OSM,0
Starbucks,cafe,42.3287462,-83.0488919,243 West Congress Street,Detroit,+1 313-512-5900,https://www.starbucks.com/store-locator/store/1030267/marquette-building-detroit-243-w-congress-st-detroit-mi-48226-us,OSM,0
Manaeesh Cafe / Cheesecake,cafe,42.3292402,-83.1825837,14339 Ford Road,Dearborn,+1-313-584-5999,https://www.yelp.com/biz/manaeesh-caf%C3%A9-dearborn,OSM,0
Royal Oak Roast,cafe,42.4764511,-83.1455374,25070 Woodward Avenue,Royal Oak,+1 248-535-9770,https://www.drinkroast.com,OSM,0
Statler Market,cafe,42.3354581,-83.051429,313 Park Avenue,Detroit,+1-313-463-7111,https://statlerdetroit.com/detroit-statler-detroit-market,OSM,0
Tim Hortons,cafe,42.4428072,-83.2660949,22565 8 Mile Road,Detroit,+1 313-592-9000,https://www.timhortons.com,OSM,0
The Congregation,cafe,42.3775172,-83.1005096,9321 Rosa Parks Boulevard,Detroit,+1-313-307-5518,https://thecongregationdetroit.com/,OSM,0
New Order Coffee Roasters,cafe,42.4780091,-82.8894546,25107 Jefferson Avenue,Saint Clair Shores,+1 586-944-2121,https://www.newordercoffee.com,OSM,0
Eatori Market,cafe,42.3328869,-83.0498269,1215 Griswold Street,Detroit,+1-313-395-3030,https://www.eatorimarket.com,OSM,0
Eleos Coffee,cafe,42.3814276,-83.1255962,12041 Dexter Avenue,Detroit,+1-313-307-7137,https://www.eleoscoffee.com/,OSM,0
La Ventana Cafe,cafe,42.3447347,-83.0375326,1492 Gratiot Avenue,Detroit,+1-313-212-3005,https://laventana.cafe,OSM,0
Caffè Far Bella,cafe,42.4660388,-82.8982458,23415 Greater Mack Avenue,Saint Clair Shores,+1 586-773-2233,http://caffefarbella.com,OSM,0
The Cheesecake Shoppe,cafe,42.4659565,-82.8982997,23411 Greater Mack Avenue,Saint Clair Shores,+15867732090,https://www.thecheesecakeshoppe.com/,OSM,0
Yemeni Corner Coffee House,cafe,42.2592044,-82.9971521,350 Cabana Road,Windsor,+15199150595,https://www.yemenicorner.ca/,OSM,0
Honey Dirt Coffee Company,cafe,42.4608987,-83.1353604,22801 Woodward Avenue,Ferndale,+1-313-489-2044,https://www.honeydirtcoffee.com,OSM,0
-320° Coffee & Creamery,cafe,42.3552934,-83.0660544,4830 Cass Avenue,Detroit,+1-313-960-2084,https://www.320cnc.com,OSM,0
James Oliver Corktown,cafe,42.3317771,-83.0629539,1236 Michigan Avenue,Detroit,+1-313-765-9505,https://www.jamesolivercoffee.com/cafe,OSM,0
Astoria Pastry Shop,cafe,42.3354104,-83.0419647,541 Monroe Street,Detroit,+1-313-963-9603,https://www.astoriapastryshop.com/,OSM,0
Tim Hortons,cafe,42.2061281,-83.1490118,2702 Biddle Avenue,Wyandotte,+1 734-720-0729,https://www.timhortons.com/,OSM,0
Tim Hortons,cafe,42.3159001,-83.0450275,525 University Avenue West,Windsor,+1-519-253-0012,https://timhortons.ca/,OSM,0
Starbucks,cafe,42.2537847,-83.1910439,1845 Southfield Road,Lincoln Park,+1 313-388-6408,https://www.starbucks.com/store-locator/store/10455/southfield-rd-dix-hwy-1845-southfield-road-lincoln-park-mi-481462247-us,OSM,0
Cass Cafe,cafe,42.3535074,-83.0648632,4620 Cass Avenue,Detroit,+1-313-831-1400,https://www.casscafe.com/,OSM,0
Café March 21,cafe,42.3151401,-83.0383389,480 Pelissier Street,Windsor,+15199193265,https://www.cafemarch21.com/,OSM,0
The Himalayan Flames,restaurant,42.305154,-83.2492854,22266 Michigan Avenue,Dearborn,+1-313-908-1193,http://thehimalayanflames.com/,OSM,0
Shin Shin,restaurant,42.3145472,-83.0506921,978 University Avenue West,Windsor,+1-519-252-1449,https://www.shinshinrestaurant.com/,OSM,0
Midtown Shangri-La,restaurant,42.3540733,-83.0653679,4710 Cass Avenue,Detroit,+1-313-974-7669,http://www.midtownshangri-la.com/,OSM,0
Seva,restaurant,42.354844,-83.0614814,66 East Forest Avenue,Detroit,+1 313 974 6661,https://www.sevarestaurant.com/,OSM,0
Go Sy Thai,restaurant,42.3515361,-83.0639062,4240 Cass Avenue,Detroit,+1 313 638 1467,https://www.gosythai.com/,OSM,0
Xushi Ko,restaurant,42.3277278,-83.2029168,16351 Ford Road,Dearborn,+1 313-982-1730,http://xushi-ko.com/,OSM,0
Gracie See Pizzeria,restaurant,42.3424799,-83.1964974,6889 Greenfield Road,Windsor,+1-313-581-8070,http://graciesee.com/,OSM,0
Antonio's Cucina Italiana,restaurant,42.3275783,-83.2993007,26356 Ford Road,Dearborn Heights,+1 313-278-6000,https://antoniosrestaurants.com/,OSM,0
El Catracho,restaurant,42.3191913,-83.0974853,4627 West Vernor Highway,Windsor,+1 313-784-9361,https://www.antojitoselcatracho.com/,OSM,0
ChickP,restaurant,42.3347836,-83.0503093,110 Clifford Street,Detroit,+1-313-315-3042,https://www.chickpdetroit.com/,OSM,0
Durresi Restaurant Coney Island,restaurant,42.3600238,-83.2747515,9078 Telegraph Road,Redford Township,+1-313-531-2827,https://www.durresirestaurantconeyisland.com/,OSM,0
Supino Pizzeria,restaurant,42.3453951,-83.0400382,2457 Russell Street,Detroit,+1-313-567-7879,https://www.supinopizzeria.com,OSM,0
Motown Cafe & Grill,restaurant,42.4393943,-83.0240288,19638 Van Dyke Street,Detroit,+1 313 368-2600,http://motowncafeandgrill.com,OSM,0
Pizza Hut,restaurant,42.46371,-83.137291,23137 Woodward Avenue,Ferndale,+1 248-548-4906,https://locations.pizzahut.com/mi/ferndale/23137-woodward-ave,OSM,0
Dime Store,restaurant,42.3309932,-83.0478905,719 Griswold Street,Detroit,+1 313 962 9106,https://www.eatdimestore.com/,OSM,0
The Blue Nile,restaurant,42.4602637,-83.141977,545 West 9 Mile Road,Ferndale,+1 248-547-6699,https://bluenileferndale.com/,OSM,0
Senate Coney Island,restaurant,42.3063071,-83.1887072,3345 Greenfield Road,Dearborn,+1-313-441-1027,http://places.singleplatform.com/senate-coney-island-and-restaurant/menu?,OSM,0
Soraya,restaurant,42.330625,-83.0483036,160 West Fort Street,Detroit,+1 313-262-6078,https://www.sorayadetroit.com/,OSM,0
Noorjahan Indian Cuisine,restaurant,42.4610609,-83.1353254,22821 Woodward Avenue,Ferndale,+1 248-951-8919,www.noorjahanferndale.com,OSM,0
Jet's Pizza,restaurant,42.4356608,-82.9646419,15235 East 7 Mile Road,Detroit,+1-313-839-4800,https://jetspizza.com/stores/largemap/215,OSM,0
Firebird Tavern,restaurant,42.334748,-83.0432982,419 Monroe Avenue,Detroit,+1-313-782-4189,https://www.firebirdtavern.com/,OSM,0
Baker's Keyboard Lounge,restaurant,42.4453925,-83.1416246,20510 Livernois Avenue,Detroit,+1-313-345-6300,https://www.theofficialbakerskeyboardlounge.com/,OSM,0
Cutter's,restaurant,42.348327,-83.0377682,2638 Orleans Street,Detroit,+1 313-393-0360,https://cuttersdetroit.com/,OSM,0
Louisiana Creole Gumbo,restaurant,42.3493091,-83.03457,2051 Gratiot Avenue,Detroit,+1-313-567-1200,https://www.detroitgumbo.com/,OSM,0
Applebee's,restaurant,42.3304371,-83.0412788,333 East Jefferson Avenue,Detroit,+1 313-879-5141,https://restaurants.applebees.com/en-us/mi/detroit/333-e.-jefferson-ave-77035,OSM,0
IHOP,restaurant,42.330522,-83.0413428,333 East Jefferson Avenue,Detroit,+1 313-879-5141,https://restaurants.ihop.com/en-us/mi/detroit/breakfast-333-e.-jefferson-ave-3591,OSM,0
Lux Diner,restaurant,42.3054273,-82.8656373,33 Amy Croft Drive,Windsor,+1-519-735-8001,http://luxdiner.net,OSM,0
Little Italy Pizza,restaurant,42.4797942,-82.9205585,19136 E 10 Mile Road,Eastpointe,+1-586-778-0300,https://www.littleitalypizzeriamenu.com/,OSM,0
The Yolk Brunch House,restaurant,42.4579385,-82.9011925,22230 Greater Mack Avenue,Saint Clair Shores,+1 586-776-1300,https://theyolkbrunchhouse.com/,OSM,0
Matter of Taste,restaurant,42.3262192,-82.9400288,1159 Lauzon Road,Windsor,+1-519-945-6666,http://matteroftastebarandgrill.net,OSM,0
The Kitchen,restaurant,42.3695459,-83.0731443,6529 Woodward Avenue,Detroit,+1 734-462-4184,https://www.thekitchenbycwq.com/,OSM,0
Unburger Grill,restaurant,42.3062451,-83.244518,22018 Michigan Avenue,Dearborn,+1-313-633-0881,https://www.unburgergrill.com/,OSM,0
Nosh Pit Detroit,restaurant,42.3982186,-83.0575856,2995 Yemans Street,Windsor,+1-734-486-0777,https://noshpitdetroit.com/,OSM,0
Unique Coney Island Express,restaurant,42.3526156,-83.0698315,4704 Anthony Wayne Drive,Windsor,+1 313-356-5300,https://uniqueconeyisland.com/,OSM,0
